CPUs,Experimento,Ambiente,Tempo,Tempo_Nativo,Perf,Perf5,Perf10
20,1,Xen_1,,5.3540,1,1,1
20,2,Xen_1,,5.3540,1,1,1
20,3,Xen_1,,5.3540,1,1,1
20,4,Xen_1,,5.3540,1,1,1
20,5,Xen_1,,5.3540,1,1,1
20,6,Xen_1,,5.3540,1,1,1
20,7,Xen_1,,5.3540,1,1,1
20,8,Xen_1,,5.3540,1,1,1
20,9,Xen_1,,5.3540,1,1,1
20,10,Xen_1,,5.3540,1,1,1
20,11,Xen_1,,5.3540,1,1,1
20,12,Xen_1,,5.3540,1,1,1
20,13,Xen_1,,5.3540,1,1,1
20,14,Xen_1,,5.3540,1,1,1
20,15,Xen_1,,5.3540,1,1,1
20,16,Xen_1,,5.3540,1,1,1
20,17,Xen_1,,5.3540,1,1,1
20,18,Xen_1,,5.3540,1,1,1
20,19,Xen_1,,5.3540,1,1,1
20,20,Xen_1,,5.3540,1,1,1
20,21,Xen_1,,5.3540,1,1,1
20,22,Xen_1,,5.3540,1,1,1
20,23,Xen_1,,5.3540,1,1,1
20,24,Xen_1,,5.3540,1,1,1
20,25,Xen_1,,5.3540,1,1,1
20,26,Xen_1,,5.3540,1,1,1
20,27,Xen_1,,5.3540,1,1,1
20,28,Xen_1,,5.3540,1,1,1
20,29,Xen_1,,5.3540,1,1,1
20,30,Xen_1,,5.3540,1,1,1
32,1,kvm_1,,4.1305,1,1,1
32,2,kvm_1,,4.1305,1,1,1
32,3,kvm_1,,4.1305,1,1,1
32,4,kvm_1,,4.1305,1,1,1
32,5,kvm_1,,4.1305,1,1,1
32,6,kvm_1,,4.1305,1,1,1
32,7,kvm_1,,4.1305,1,1,1
32,8,kvm_1,,4.1305,1,1,1
32,9,kvm_1,,4.1305,1,1,1
32,10,kvm_1,,4.1305,1,1,1
32,11,kvm_1,,4.1305,1,1,1
32,12,kvm_1,,4.1305,1,1,1
32,13,kvm_1,,4.1305,1,1,1
32,14,kvm_1,,4.1305,1,1,1
32,15,kvm_1,,4.1305,1,1,1
32,16,kvm_1,,4.1305,1,1,1
32,17,kvm_1,,4.1305,1,1,1
32,18,kvm_1,,4.1305,1,1,1
32,19,kvm_1,,4.1305,1,1,1
32,20,kvm_1,,4.1305,1,1,1
32,21,kvm_1,,4.1305,1,1,1
32,22,kvm_1,,4.1305,1,1,1
32,23,kvm_1,,4.1305,1,1,1
32,24,kvm_1,,4.1305,1,1,1
32,25,kvm_1,,4.1305,1,1,1
32,26,kvm_1,,4.1305,1,1,1
32,27,kvm_1,,4.1305,1,1,1
32,28,kvm_1,,4.1305,1,1,1
32,29,kvm_1,,4.1305,1,1,1
32,30,kvm_1,,4.1305,1,1,1
32,1,Xen_1,,4.1305,1,1,1
32,2,Xen_1,,4.1305,1,1,1
32,3,Xen_1,,4.1305,1,1,1
32,4,Xen_1,,4.1305,1,1,1
32,5,Xen_1,,4.1305,1,1,1
32,6,Xen_1,,4.1305,1,1,1
32,7,Xen_1,,4.1305,1,1,1
32,8,Xen_1,,4.1305,1,1,1
32,9,Xen_1,,4.1305,1,1,1
32,10,Xen_1,,4.1305,1,1,1
32,11,Xen_1,,4.1305,1,1,1
32,12,Xen_1,,4.1305,1,1,1
32,13,Xen_1,,4.1305,1,1,1
32,14,Xen_1,,4.1305,1,1,1
32,15,Xen_1,,4.1305,1,1,1
32,16,Xen_1,,4.1305,1,1,1
32,17,Xen_1,,4.1305,1,1,1
32,18,Xen_1,,4.1305,1,1,1
32,19,Xen_1,,4.1305,1,1,1
32,20,Xen_1,,4.1305,1,1,1
32,21,Xen_1,,4.1305,1,1,1
32,22,Xen_1,,4.1305,1,1,1
32,23,Xen_1,,4.1305,1,1,1
32,24,Xen_1,,4.1305,1,1,1
32,25,Xen_1,,4.1305,1,1,1
32,26,Xen_1,,4.1305,1,1,1
32,27,Xen_1,,4.1305,1,1,1
32,28,Xen_1,,4.1305,1,1,1
32,29,Xen_1,,4.1305,1,1,1
32,30,Xen_1,,4.1305,1,1,1
40,1,kvm_1,,3.6295,1,1,1
40,2,kvm_1,,3.6295,1,1,1
40,3,kvm_1,,3.6295,1,1,1
40,4,kvm_1,,3.6295,1,1,1
40,5,kvm_1,,3.6295,1,1,1
40,6,kvm_1,,3.6295,1,1,1
40,7,kvm_1,,3.6295,1,1,1
40,8,kvm_1,,3.6295,1,1,1
40,9,kvm_1,,3.6295,1,1,1
40,10,kvm_1,,3.6295,1,1,1
40,11,kvm_1,,3.6295,1,1,1
40,12,kvm_1,,3.6295,1,1,1
40,13,kvm_1,,3.6295,1,1,1
40,14,kvm_1,,3.6295,1,1,1
40,15,kvm_1,,3.6295,1,1,1
40,16,kvm_1,,3.6295,1,1,1
40,17,kvm_1,,3.6295,1,1,1
40,18,kvm_1,,3.6295,1,1,1
40,19,kvm_1,,3.6295,1,1,1
40,20,kvm_1,,3.6295,1,1,1
40,21,kvm_1,,3.6295,1,1,1
40,22,kvm_1,,3.6295,1,1,1
40,23,kvm_1,,3.6295,1,1,1
40,24,kvm_1,,3.6295,1,1,1
40,25,kvm_1,,3.6295,1,1,1
40,26,kvm_1,,3.6295,1,1,1
40,27,kvm_1,,3.6295,1,1,1
40,28,kvm_1,,3.6295,1,1,1
40,29,kvm_1,,3.6295,1,1,1
40,30,kvm_1,,3.6295,1,1,1
40,1,Xen_1,,3.6295,1,1,1
40,2,Xen_1,,3.6295,1,1,1
40,3,Xen_1,,3.6295,1,1,1
40,4,Xen_1,,3.6295,1,1,1
40,5,Xen_1,,3.6295,1,1,1
40,6,Xen_1,,3.6295,1,1,1
